Human gene name	Gene name
NAXD	Naxd
	Prss52
ASGR1	Asgr1
	Gm47473
	Gm18986
	Gm18305
	Itpa-ps3
	Gm14602
DCAF12L1	Dcaf12l1
DCAF12L2	Dcaf12l1
	Gm44888
	Gm16157
	Gm17116
	Gm9939
	Gm47083
	Gm47084
	Gm32486
	Gm8853
	9630015K15Rik
MAU2	Mau2
TNKS	Tnks
MSRA	Msra
	Gm17938
ZNF670-ZNF695	Gm28557
ZNF738	Gm28557
ZNF720	Gm28557
	Gm13640
	Gm16751
	Gm27206
BHLHB9	Bhlhb9
TEPSIN	Tepsin
KMT2D	Kmt2d
	Gm18166
	Olfr1227-ps1
OR4C15	Olfr1228
RTRAF	Rtraf
CLASRP	Clasrp
	Gm15069
OR4C15	Olfr1229
	Gm15068
	Gm18805
	1700125G02Rik
	Gm48705
	Zfp708
EPHA10	Epha10
IFT122	Ift122
GLT8D2	Glt8d2
AL592183.1	Frg1
OR4C6	Olfr1230
CPD	Cpd
	Gm7405
NETO2	Neto2
NID2	Nid2
ZNF670-ZNF695	Rslcan18
ZNF738	Rslcan18
ZNF720	Rslcan18
OR8D4	Olfr985
	Gm21986
NKX6-2	Nkx6-2
	Gm46440
ZNF678	Zfp712
	Gapdh-ps14
	Vmn2r93
NLGN3	Nlgn3
	4921518K17Rik
AGAP3	Agap3
DBF4	Dbf4
	Gm47617
	BC042761
	Gm37005
	Gm38024
	Rpl26-ps2
	Gm45007
TTC6	Ttc6
	Gm36964
	Gm6152
INPP5A	Inpp5a
	Gm38008
WDR27	Wdr27
	Gm16284
	Gm45005
	Gm37629
FAM174B	Fam174b
	Gm34368
	Gm7493
	Gm37143
	Gm7445
SNTG1	Sntg1
	AC156025.1
C3orf14	AC154682.1
MT1HL1	Mt1
MT1H	Mt1
ATP13A5	Atp13a5
ANKRD34C	Ankrd34c
	Gm29219
	Smarce1-ps1
OR6X1	Olfr986
	A830073O21Rik
	Gm29288
SKAP2	Skap2
RBMY1B	Gm21693
RBMY1A1	Gm21693
RBMY1D	Gm21693
RBMY1E	Gm21693
RBMY1F	Gm21693
RBMY1J	Gm21693
	Gm7393
TLDC1	Tldc1
	Gm47091
TBC1D2	Tbc1d2
	Gm31592
MEX3A	Mex3a
	Gm21139
	Gm10360
	Gm43697
	Gm37989
	Gm6157
ORM2	Orm3
ORM1	Orm3
	Gm21147
	Igkv6-14
RBMY1B	Gm21704
RBMY1A1	Gm21704
RBMY1D	Gm21704
RBMY1E	Gm21704
RBMY1F	Gm21704
RBMY1J	Gm21704
RIPPLY3	Ripply3
	1700067G17Rik
	Gm18699
	Gm30686
	Gm42628
ENPEP	Enpep
CLEC5A	Clec5a
RBMY1B	Gm21708
RBMY1A1	Gm21708
RBMY1D	Gm21708
RBMY1E	Gm21708
RBMY1F	Gm21708
RBMY1J	Gm21708
	4933436I20Rik
	Gm42731
OR4D1	Olfr464
	Olfr1482-ps1
	Gm45149
	Gm12755
	Olfr1483-ps1
	Gm4858
CEACAM5	Ceacam14
PSG9	Ceacam14
PSG2	Ceacam14
CEACAM8	Ceacam14
CEACAM6	Ceacam14
PSG11	Ceacam14
PSG7	Ceacam14
PSG1	Ceacam14
CEACAM1	Ceacam14
PSG5	Ceacam14
PSG8	Ceacam14
CEACAM7	Ceacam14
PSG3	Ceacam14
PSG6	Ceacam14
PSG4	Ceacam14
CEACAM3	Ceacam14
AC243967.1	Ceacam14
DACH2	Dach2
	Gm11504
	Gm11507
PILRB	Pilra
PILRA	Pilra
CRABP1	Crabp1
DYNLL2	Dynll2
	Vmn2r95
	Olfr1485-ps1
	Olfr1484
	Hspd1-ps1
	Gm9625
	4930525G20Rik
	2810404M03Rik
	Zfp273
	Olfr1231
CYP2C8	Cyp2c37
CYP2C9	Cyp2c37
CYP2C19	Cyp2c37
AASS	Aass
TBXAS1	Tbxas1
NDUFAF8	Ndufaf8
KRT18	Krt18
	Gm5155
AFAP1L2	Afap1l2
CNGA3	Cnga3
	Gm13363
	Gm13362
	Gm17171
	Gm47156
MRPL35	Mrpl35
	Gm13361
	Gm13360
	Gm13335
	Gm13328
ITIH1	Itih1
OR51L1	Olfr587-ps1
	Gm15120
	Olfr588-ps1
	4930466K18Rik
	Gm47737
	Gm15116
MCM9	Mcm9
OR52E2	Olfr589
OR4C15	Olfr1232
C17orf107	4930544D05Rik
	Olfr590-ps1
TTC25	Ttc25
CARS2	Cars2
	Olfr591
	9030616G12Rik
	Gm15452
	Gm11769
	Gm38259
	Olfr1233
	Gm47604
	Vmn2r-ps114
	Gm38311
	Gm18016
	Gm6300
	Gm18759
SRSF1	Srsf1
	Vmn2r96
SLC38A10	Slc38a10
	Olfr9
	Gm5766
	Gm47891
OR4A15	Olfr1234
OR52J3	Olfr592
ZCWPW1	Zcwpw1
CHRNE	Chrne
ARHGAP12	Arhgap12
	Gm6035
	Gm8580
	Gm15915
AMT	Amt
	Olfr1235-ps1
ASB8	Asb8
	Gm15963
NTN4	Ntn4
EIF4B	Eif4b
	Gm29632
	Gm29631
	Gm29637
	Gm20874
NAT8	Nat8f7
	Gm29217
	Gm29082
C1orf52	2410004B18Rik
	Gm45745
	Gm29636
	Gm16933
	Gm29635
	Gm29634
	1700025N23Rik
	Gm29639
	Gm29218
HTRA4	Htra4
	Gm42962
HIPK2	Hipk2
	Gm47892
	Scgb2b27
	Olfr763
	Gm18135
	Gm47893
	Gm37372
	Olfr764-ps1
	Gm47942
	Gm26509
	Olfr593
	4930455J16Rik
	Gm16202
	Rpl34-ps2
UBE3D	Ube2cbp
OR2AP1	Olfr765
	AC161165.1
	Olfr594
	Gm37361
	Rpl13-ps2
	Gm12693
	Gm20753
	2610303G11Rik
CRNN	Crnn
UNG	Ung
	Gm11508
	Olfr766-ps1
	Gm8862
	Gm15892
	Gm14568
	Gm16418
AL772284.2	Gm6268
CT47A12	Gm6268
CT47B1	Gm6268
AC008162.2	Gm6268
CT47A11	Gm6268
CT47A10	Gm6268
CT47A9	Gm6268
CT47A8	Gm6268
CT47A7	Gm6268
CT47A6	Gm6268
CT47A5	Gm6268
CT47A4	Gm6268
CT47A3	Gm6268
CT47A2	Gm6268
CT47A1	Gm6268
PHLPP1	Phlpp1
	Gm33354
	Gm36551
NTPCR	Ntpcr
	Gm5859
PILRB	Pilrb1
PILRA	Pilrb1
OR2AP1	Olfr767
KIAA1210	Gm14569
CNTRL	Cntrl
	Gm47739
	Rab7-ps1
CCL26	Ccl26
ASF1A	Asf1a
CCDC184	Ccdc184
	Gm47019
RMST	RF01962
ISL1	Isl1
	Gm17081
	Gm21980
	Gm29464
	5830408C22Rik
PNMA8C	Gm42372
SMARCB1	Smarcb1
	Gm28050
PARP16	Parp16
OR10AD1	Olfr288
VEZF1	Vezf1
	Gm6117
	Gm28039
	Gm3883
PLEKHA2	Plekha2
	Gm17937
	Gm5120
OR10AD1	Gm44579
ZNF644	Zfp644
OR10AD1	Olfr287
PGRMC1	Pgrmc1
	Gm18304
MSH4	Msh4
	Gm37058
PID1	Pid1
	Dhx58os
	Gm44544
CNP	Cnp
	Vmn2r-ps115
COTL1	Cotl1
	Gm47738
CCNL1	Ccnl1
CCDC8	Ccdc8
KAT7	Kat7
ASGR2	Asgr2
CCL24	Ccl24
FAM205A	Gm13298
	Gm12530
	Gm10593
	Gm48457
	Alms1-ps1
NAT8	Nat8f3
	Gm13848
NPY2R	Npy2r
ACAD8	Acad8
DHX58	Dhx58
	Gm48538
	Gm38235
	Gm48109
	F730311O21Rik
	Gm21806
	Gm40968
	Gm47947
	Gm43293
	Gm20935
	Vmn2r47
	Vmn2r-ps116
	Gm13849
	Gm13865
	Gm29662
	Gm43154
	Gm5395
POLR3G	Polr3g
	Gm44969
KDM1A	Kdm1a
	Gm15151
	Gm11849
	Gm5189
	Gm4855
	Gm43123
	Gm29660
	Gm17825
	Gm11851
	Vmn1r58
IMMT	Immt
	Gm38312
SH3BP4	Sh3bp4
RHBDD2	Rhbdd2
	AL929555.1
TFDP3	Tfdp1
TFDP1	Tfdp1
OR4A8	Olfr1238
OR4A5	Olfr1238
OR4A16	Olfr1238
KIF2C	Kif2c
	Olfr595-ps1
	Gm17234
	Gm4846
	1700028J19Rik
SPATS2L	Spats2l
ASS1	Ass1
	Igkv6-13
P2RX7	P2rx7
ZFP91	Zfp91
ZFP91-CNTF	Zfp91
	Gm30737
	Olfr768
RICTOR	Rictor
USP17L15	Usp17ld
USP17L8	Usp17ld
USP17L7	Usp17ld
USP17L13	Usp17ld
USP17L1	Usp17ld
USP17L17	Usp17ld
USP17L10	Usp17ld
USP17L2	Usp17ld
USP17L4	Usp17ld
USP17L12	Usp17ld
USP17L19	Usp17ld
USP17L21	Usp17ld
USP17L22	Usp17ld
USP17L11	Usp17ld
USP17L18	Usp17ld
USP17L20	Usp17ld
USP17L23	Usp17ld
USP17L24	Usp17ld
USP17L25	Usp17ld
USP17L26	Usp17ld
USP17L5	Usp17ld
USP17L27	Usp17ld
USP17L28	Usp17ld
USP17L29	Usp17ld
USP17L30	Usp17ld
USP17L3	Usp17ld
	Gm39214
ITFG1	Itfg1
	Olfr769
	Gm7418
	Gm48141
COQ9	Coq9
	Gm48142
ABRA	Abra
TAF1D	Taf1d
	Gm28530
NMNAT3	Nmnat3
	Gm15752
DNAJC7	Dnajc7
	Gm5248
	A830019P07Rik
SLC25A44	Slc25a44
CENPJ	Cenpj
	Gm37715
	Gm37568
TCTA	Tcta
	Gm9102
	AC138715.1
	AC136372.3
	4930500F10Rik
ALAS1	Alas1
POLR1E	Polr1e
	Gm15607
RHOA	Rhoa
	Gm43421
HPS4	Hps4
CUEDC1	Cuedc1
LMO7	Lmo7
CNTF	Cntf
	Alms1-ps2
	Gm21955
MPZL2	Mpzl2
CCL21	Ccl21a
ASPM	Aspm
PRKCI	Prkci
FAM205A	Gm12394
	Gm12395
EP300	Ep300
CCL19	Ccl19
	Gm37401
	Gm15345
	Olfr596
CIAPIN1	Ciapin1
	Gm4847
MARCH3	March3
	Gm43282
	Gm15949
	Gm6517
	Gm42713
	AC161165.6
	Gm43281
	Gm15948
	Gm12315
	Gm15310
LIMCH1	Limch1
GP1BA	Gp1ba
TTC3	Ttc3
	Gm48840
MPZL3	Mpzl3
ADGRF3	Adgrf3
	Gm7700
	4930578G10Rik
ACACB	Acacb
FAM205A	Fam205a1
CEACAM5	Ceacam11
PSG9	Ceacam11
PSG2	Ceacam11
CEACAM8	Ceacam11
CEACAM6	Ceacam11
PSG11	Ceacam11
PSG7	Ceacam11
PSG1	Ceacam11
CEACAM1	Ceacam11
PSG5	Ceacam11
PSG8	Ceacam11
CEACAM7	Ceacam11
PSG3	Ceacam11
PSG6	Ceacam11
PSG4	Ceacam11
CEACAM3	Ceacam11
AC243967.1	Ceacam11
PIEZO2	Piezo2
PPP5C	Ppp5c
	Gm39228
CARD19	Card19
	Gm43758
UPF3B	Upf3b
POR	Por
	Gm20636
GNAT3	Gnat3
CCDC121	Gm6583
TDRD1	Tdrd1
	Olfr597
	Gm43759
	A930005N03Rik
OR10AD1	Olfr286
	Olfr770
	Gm37354
	Gm38157
	Gm26788
	Gm37305
H1FNT	H1fnt
ZNF385C	Zfp385c
SULT2A1	Sult2a6
	Olfr598
ZNF202	Zfp202
	Gm12311
ZNF641	Zfp641
MRGPRX4	Mrgpra6
MRGPRX1	Mrgpra6
MRGPRX3	Mrgpra6
MRGPRX2	Mrgpra6
	Fmo9
MYSM1	Mysm1
	Gm4919
	Gm29661
	A130071D04Rik
	Gm48312
	Gm37288
	Gm3788
	Rpap3-ps2
	Gm17849
VAV3	Vav3
	Gm11549
CASP8	Casp8
OSBPL8	Osbpl8
RPL4	Rpl4
NKIRAS2	Nkiras2
	AC136372.2
	AC136372.1
NEK3	Nek3
	Gm37392
	AC158972.3
CEP295	Cep295
LRIG3	Lrig3
MAP3K20	Map3k20
RBMX	Rbmx
	Gm42572
TSPAN11	Tspan11
FRYL	Fryl
	Olfr1486-ps1
SECISBP2	Secisbp2
	Olfr771
KCNF1	Kcnf1
	Olfr1487
	Olfr599
	Gm14521
CEACAM5	Ceacam13
PSG9	Ceacam13
PSG2	Ceacam13
CEACAM8	Ceacam13
CEACAM6	Ceacam13
PSG11	Ceacam13
PSG7	Ceacam13
PSG1	Ceacam13
CEACAM1	Ceacam13
PSG5	Ceacam13
PSG8	Ceacam13
CEACAM7	Ceacam13
PSG3	Ceacam13
PSG6	Ceacam13
PSG4	Ceacam13
CEACAM3	Ceacam13
AC243967.1	Ceacam13
	Olfr772
PPAN	Ppan
	Dnah5
	Olfr600
	Olfr601
FBXO10	Fbxo10
	Akap17b
	Gm15870
COPG1	Copg1
	Olfr773
CEP152	Cep152
	Gm13784
UNC5CL	Unc5cl
	Olfr774
	Olfr602-ps1
	Gm29764
	Olfr775
PFN1	Pfn1
	Olfr1488-ps1
	AC158972.2
	Olfr1489
SELENOI	Selenoi
	Gm15520
	Gm14635
PRDM6	Prdm6
	Gm15521
	Gm8872
	Gm44889
SLC25A11	Slc25a11
NTM	Ntm
	4933436H12Rik
	Gm45351
	Gm42720
C6orf120	1600012H06Rik
	Gm10054
MYO7A	Myo7a
	Rpl30-ps11
	Vmn2r-ps51
EID1	Eid1
PDIA6	Pdia6
SHC4	Shc4
NRAS	Nras
	Gm36987
	Gm31186
	Gm37654
PHF10	Phf10
	Gm37044
	1700074A21Rik
	Gm5259
	Gm31511
OR10W1	Olfr1490
	Gm37760
	Gm28342
	Gm12596
	C030007H22Rik
	Gm44771
C5orf63	C330018D20Rik
	Gm37572
	Rps16
	Gm10619
	Gm4739
	Hist1h2an
	Scgb1b27
CILP	Cilp
	Gm47928
	Gm33308
	2900052N01Rik
	Gm16288
	Gm47912
	Gm45006
	Gm47914
	Gm47913
DOCK6	Dock6
	Gm18828
ZAP70	Zap70
ZNF670-ZNF695	Gm10037
ZNF738	Gm10037
ZNF720	Gm10037
	Olfr603
PRL	Prl5a1
	Gm4954
	Hist1h2bp
	Olfr776
	Gm28802
USP17L15	Usp17lc
USP17L8	Usp17lc
USP17L7	Usp17lc
USP17L13	Usp17lc
USP17L1	Usp17lc
USP17L17	Usp17lc
USP17L10	Usp17lc
USP17L2	Usp17lc
USP17L4	Usp17lc
USP17L12	Usp17lc
USP17L19	Usp17lc
USP17L21	Usp17lc
USP17L22	Usp17lc
USP17L11	Usp17lc
USP17L18	Usp17lc
USP17L20	Usp17lc
USP17L23	Usp17lc
USP17L24	Usp17lc
USP17L25	Usp17lc
USP17L26	Usp17lc
USP17L5	Usp17lc
USP17L27	Usp17lc
USP17L28	Usp17lc
USP17L29	Usp17lc
USP17L30	Usp17lc
USP17L3	Usp17lc
	Gm2888
	Gm10564
	Gm37904
	Gm5322
	Vmn2r-ps117
	Olfr777
NENF	Nenf
SUSD1	Susd1
	1700052I22Rik
RNF167	Rnf167
CEACAM5	Ceacam12
PSG9	Ceacam12
PSG2	Ceacam12
CEACAM8	Ceacam12
CEACAM6	Ceacam12
PSG11	Ceacam12
PSG7	Ceacam12
PSG1	Ceacam12
CEACAM1	Ceacam12
PSG5	Ceacam12
PSG8	Ceacam12
CEACAM7	Ceacam12
PSG3	Ceacam12
PSG6	Ceacam12
PSG4	Ceacam12
CEACAM3	Ceacam12
AC243967.1	Ceacam12
	Gm6286
	Gm2897
	Gm8276
FAM105A	Fam105a
IREB2	Ireb2
STK19	Stk19
HTR7	Htr7
	9230112E08Rik
SECISBP2L	Secisbp2l
GK	Gk
GK3P	Gk
	Gm42773
COL20A1	Col20a1
	Gm44886
	Gm34549
	Esd-ps
RAB9A	Rab9
	Gm5922
	Gm15849
TMCC2	Tmcc2
ATP6V1C2	Atp6v1c2
	Gm43091
PPP2R5A	Ppp2r5a
	Gm16061
	Gm12987
	A230006K03Rik
MRPS23	Mrps23
LUZP1	Luzp1
AGAP1	Agap1
	Gm38451
	Gm42571
	1700071G01Rik
	Gm5570
	Igkv3-12-1
	Gm44887
	Gm17207
	Igkv3-12
	Gm5334
	Gm44692
	Gm38073
	Gm12527
	A530053G22Rik
	Gm38288
GALNT3	Galnt3
	Gm20694
	Gm15763
BCO1	Bco1
C10orf95	2310034G01Rik
MFSD13A	Mfsd13a
IGFL3	Igfl3
IGFL2	Igfl3
TMTC1	Tmtc1
NPAS3	Npas3
	Gm37501
FLG2	Flg2
	Gm45888
	Gm12760
	Gm5244
	Gm44613
	Gm12779
	Ube2nl
	B230209E15Rik
CCDC71L	Ccdc71l
	Scgb1b30
KLHL36	Klhl36
	Gm37717
	4930435F18Rik
	Gm28928
	Gm28299
	Gm16701
OR10Q1	Olfr1491
	Gm16701
OR5B21	Olfr1444
CHST4	Chst4
	Olfr605
	Gm18432
	Gm11361
	Olfr1492-ps1
	Olfr778-ps1
OR10W1	Olfr1493-ps1
OR6C6	Olfr779
	Rplp0-ps1
	Olfr606
OR10Q1	Olfr1494
VPS26B	Vps26b
FLG	Flg
	A230057D06Rik
	A230057D06Rik
TMEM206	Tmem206
	8030455M16Rik
IFI27	Ifi27
FAM78B	Fam78b
	Gm4462
	Gm44389
	Vmn2r97
	Gm9521
	Gm44410
	1700121L03Rik
	Gm47172
	Gm40841
	Gm15161
C11orf54	4931406C07Rik
MEGF10	Megf10
HMCES	Hmces
MRGPRX4	Mrgpra9
MRGPRX1	Mrgpra9
MRGPRX3	Mrgpra9
MRGPRX2	Mrgpra9
ZNF23	Zfp612
	Gm47202
WTIP	Wtip
	Gm44077
	1700060O08Rik
	Gm29659
	Gm17051
NAT8	Nat8f5
DYNLL1	BC048507
PLD4	Pld4
SPARC	Sparc
	1700030L22Rik
	AC161165.2
TLE7	Gm21964
RHEBL1	Rhebl1
ZNF45	Zfp94
CDCA8	Cdca8
NAT8	Nat8f6
HCLS1	Hcls1
	Gm38534
CCDC182	Ccdc182
	Gm35386
OR6C68	Olfr780
	Gm47438
RAB25	Rab25
	Gm11509
THYN1	Thyn1
	Gm43864
	Mageb16-ps2
SNCA	Snca
	Gm45305
	Gm15893
	Pzp
EMILIN3	Emilin3
PRR32	Prr32
MSI2	Msi2
SYDE2	Syde2
KIF2A	Kif2a
CCDC36	Ccdc36
	Gm31727
PER1	Per1
	Gm31784
	Gm45307
	Gm7269
	Gm14606
	2810410L24Rik
	Gm31898
MBLAC2	Mblac2
	Gm37922
	Gm14228
FAM227B	Fam227b
	Gm48113
	Gm6081
	Gm11770
	2610307P16Rik
LAGE3	Lage3
	2900052L18Rik
C3orf62	1700102P08Rik
	Gm45014
	Gm26636
HDGFL3	Hdgfl3
C1orf198	2310022B05Rik
DOCK4	Dock4
CHD6	Chd6
	Gm19032
FAM76A	Fam76a
HPRT1	Hprt
	A230057D06Rik
	Gm34654
IL36RN	Il1f5
USP4	Usp4
	Gm11362
	Igkv3-11
	Mrgprx3-ps
	Gm15229
	Halr1
	Gm15223
	Gm48673
	Gm6274
	1700023H06Rik
ARRDC4	Arrdc4
OR5B12	Olfr1445
ARRDC3	Arrdc3
	Gm37857
SCN4B	Scn4b
	Gm18296
	Gm20937
RPTN	Rptn
ACTR3	Actr3
	AC155255.1
SLC25A43	Slc25a43
	Gm37913
TCHH	Tchh
	Gm37245
MRGPRX4	Mrgpra1
MRGPRX1	Mrgpra1
MRGPRX3	Mrgpra1
MRGPRX2	Mrgpra1
HRNR	Hrnr
	Gm37297
	Zfp353-ps
	Gm37771
	Gm37521
	Gm4856
	Gm6180
	Gm28499
	Gm45085
	Rps8-ps3
OR5B3	Olfr1446
	Gm29479
	Gm16568
	Gm43495
ARID4A	Arid4a
CYP2C8	Cyp2c50
CYP2C9	Cyp2c50
CYP2C19	Cyp2c50
PILRB	Pilrb2
PILRA	Pilrb2
	4933400F21Rik
SPATA16	Spata16
LRRC36	Lrrc36
COPS2	Cops2
	Gm17820
	Gm45088
	Gm48018
SIAE	Siae
	Gm44020
	Gm45867
	Gm44022
OR10Q1	Olfr1495
TM6SF1	Tm6sf1
	Rpl36a-ps4
	Gm44021
	Gm7940
	Rps4l
	Gm47937
	Olfr285
	Gm18726
	Gm5278
	Gm8719
	Gm28875
	Gm18009
SLC25A5	Slc25a5
	Gm10069
	Olfr284
	Gm37344
	AC122464.1
	Gm5989
	Gm44942
PARP4	Parp4
	Tpd52-ps
FRK	Frk
MEF2B	Mef2b
HYKK	Hykk
	Mgl2
	2810471M01Rik
	Gm12082
SYNE3	Syne3
EFEMP1	Efemp1
CHRNA4	Chrna4
OR5B3	Olfr1447
DHH	Dhh
	Gm5507
	Gm21269
	Igkv3-10
	Gm10340
TYRO3	Tyro3
	Gm42436
TCEANC	Tceanc
LARP1B	Larp1b
	Vmn2r-ps118
	Gm7969
ZNF479	Zfp759
ZNF93	Zfp759
ZNF595	Zfp759
ZNF90	Zfp759
ZNF708	Zfp759
ZNF732	Zfp759
ZNF107	Zfp759
ZNF66	Zfp759
ZNF117	Zfp759
ZNF486	Zfp759
ZNF429	Zfp759
ZNF714	Zfp759
ZNF492	Zfp759
ZNF695	Zfp759
ZNF431	Zfp759
ZNF726	Zfp759
ZNF257	Zfp759
ZNF195	Zfp759
ZNF273	Zfp759
AC115220.1	Zfp759
ZNF681	Zfp759
ZNF85	Zfp759
ZNF728	Zfp759
ZNF493	Zfp759
ZNF737	Zfp759
ZNF716	Zfp759
ZNF506	Zfp759
ZNF680	Zfp759
ZNF675	Zfp759
ZNF138	Zfp759
ZNF253	Zfp759
ZNF98	Zfp759
ZNF100	Zfp759
ZNF676	Zfp759
ZNF727	Zfp759
ZNF723	Zfp759
ZNF735	Zfp759
ZNF626	Zfp759
ZNF718	Zfp759
ZNF679	Zfp759
AC092329.3	Zfp759
ZNF141	Zfp759
ZNF682	Zfp759
ZNF430	Zfp759
ZNF43	Zfp759
ZNF730	Zfp759
ZNF724	Zfp759
ZNF254	Zfp759
ZNF736	Zfp759
ZNF92	Zfp759
	Gm17221
	Gm48419
	Vmn2r98
	Gm29539
ATF2	Atf2
WNT6	Wnt6
CROCC	Crocc
	Gm38143
	Gm44012
ST8SIA2	St8sia2
	Gm44011
	Gm7507
EXOC6B	Exoc6b
	Gm16573
ABCE1	Abce1
	AC110091.2
	Gm37111
CLEC4G	Clec4g
	AC110091.1
MOBP	Mobp
	Igkv3-9
	Mir124a-1hg
	Gm6313
EGFL6	Egfl6
ANGPTL8	Angptl8
PPP2CA	Ppp2ca
	Gm35409
NEIL3	Neil3
NAT8	Nat8
KIF13B	Kif13b
RBP1	Rbp1
	Olfr283
	Gm45003
	AC119935.1
	Gm5795
ASPHD2	Asphd2
SAMD3	Samd3
	Gm18414
	Gm45590
	Gm11510
TRIML1	Triml1
BAHCC1	Bahcc1
GLIPR1L1	Glipr1l1
	D830030K20Rik
TMEM120A	Tmem120a
MICA	Mill1
MICB	Mill1
	Igkv3-8
GAN	Gan
	Gm4904
	Gm20587
	Gm17188
	Ptges3-ps
	Gm16553
	4930528G23Rik
	Olfr10
	Gm37358
	Gm46329
CETN3	Cetn3
	Gm8955
	Gm44543
	AC102262.1
MELTF	Meltf
	Gm15778
	Gm37386
	Gm17222
	Gm44115
	Gm11810
	Gm48423
	Clec10a
	Gm3571
	Gm4032
	D6Ertd474e
	Slc7a12
OSTC	Ostc
MMP16	Mmp16
	Gm19640
OR1S2	Olfr1496
OR1S1	Olfr1496
NTAN1	Ntan1
KCNQ2	Kcnq2
	Gm47677
IPO8	Ipo8
	Igkv3-7
	Gm29600
	Gm48732
AKAP14	Akap14
	Gm34664
	Ywhaz
ATOX1	Atox1
	Gm8512
	Gm27006
	Gm47124
	Gm20757
FEZF1	Fezf1
	Gm48733
	Olfr1391
	Gm42998
	Gm44691
	Gm48424
	Igkv3-6
	Gm6142
USP44	Usp44
ZNF670-ZNF695	Rsl1
ZNF738	Rsl1
ZNF720	Rsl1
	Gm6284
	Gm43537
NKAP	Nkap
	Phf20-ps
SSTR1	Sstr1
BTG3	Btg3
ADCY9	Adcy9
BORCS8	Borcs8
BGN	Bgn
COLEC11	Colec11
	Rps19-ps14
	Gm42437
	Gm48034
	Gm17259
MRGPRX4	Mrgpra2a
MRGPRX1	Mrgpra2a
MRGPRX3	Mrgpra2a
MRGPRX2	Mrgpra2a
	Gm34073
	AA414992
	Gm8016
STX4	Stx4a
NFAM1	Nfam1
NAMPT	Nampt
	C030037D09Rik
	A530053M12Rik
	Vmn2r-ps119
	Gm5342
	Gm48429
	Gm7255
MRGPRX4	Mrgpra2b
MRGPRX1	Mrgpra2b
MRGPRX3	Mrgpra2b
MRGPRX2	Mrgpra2b
	Gm48436
FAM72C	Fam72a
FAM72B	Fam72a
FAM72A	Fam72a
FAM72D	Fam72a
PCNX2	Pcnx2
	Gm12930
	C130093G08Rik
	Gm15703
RSPO1	Rspo1
	A330076H08Rik
WNT10A	Wnt10a
	Gm11493
GABBR2	Gabbr2
SPA17	Spa17
	Hotairm1
	Gm3257
	Olfr1239
PPCS	Ppcs
	4930401A07Rik
HOXA1	Hoxa1
	Gm15226
	Gm34639
	Gm39383
	Igkv3-5
TMIGD1	Tmigd1
	Gm47059
	Gm44533
	Gm42629
HKDC1	Hkdc1
	Vmn2r-ps120
	Gm1720
	Gm45004
RAB2A	Rab2a
PALB2	Palb2
	Gm34838
	Gm6651
	Gm42630
	Gm29450
	AY074887
	Gm18043
	Gm33626
	Gm27248
	Gm11772
	Gm30933
	Gm11550
	Gm5712
	Gm6415
SLC28A1	Slc28a1
	Gm37059
	Gm45447
	Obox8
PSMA4	Psma4
OR9Q2	Olfr1497
TAS2R38	Tas2r138
SIDT1	Sidt1
	Gm14242
	Gm47818
	Gm14243
	Olfr1498-ps1
AKAP1	Akap1
	Gm19572
RTN4R	Rtn4r
	Gm31942
	Gm47824
	Gm5270
EFCAB10	Efcab10
	Gm11448
	Gm37440
	Gm9801
	Gm14241
	Gm11449
TBRG1	Tbrg1
NTRK2	Ntrk2
	Gm28869
	Gm29229
	Mrps36-ps3
	Gm28873
	Gm43867
ERMARD	Ermard
PGM3	Pgm3
OR9I1	Olfr1499
MTA2	Mta2
ACTG1	Actg1
	Gm37828
MKRN3	Mkrn3
MGAM	Mgam
	A830082N09Rik
	Gm8957
	Gm11809
	Gm32061
MAGEL2	Magel2
CEACAM5	Psg18
PSG9	Psg18
PSG2	Psg18
CEACAM8	Psg18
CEACAM6	Psg18
PSG11	Psg18
PSG7	Psg18
PSG1	Psg18
CEACAM1	Psg18
PSG5	Psg18
PSG8	Psg18
CEACAM7	Psg18
PSG3	Psg18
PSG6	Psg18
PSG4	Psg18
CEACAM3	Psg18
AC243967.1	Psg18
	Gm37337
	Gm5512
NDN	Ndn
	Gm26959
OR4A8	Olfr1240
OR4A5	Olfr1240
OR4A16	Olfr1240
OR5B12	Olfr1448
OR4A8	Olfr1241
OR4A5	Olfr1241
OR4A16	Olfr1241
TRIML2	Triml2
	Gm8614
ZMYND12	Zmynd12
RWDD1	Rwdd1
	Gm11860
OR4A8	Olfr1242
OR4A5	Olfr1242
OR4A16	Olfr1242
	Vmn1r59
	9430041J12Rik
	Vmn2r28
STX1B	Stx1b
TRAK2	Trak2
OR4A8	Olfr1243
OR4A5	Olfr1243
OR4A16	Olfr1243
PDXDC1	Pdxdc1
	D030047H15Rik
	2610017A05Rik
	Olfr1373
	Gm47506
	Olfr1244-ps1
TTYH1	Ttyh1
	Rps2-ps11
	Gm37963
	Olfr1372-ps1
OR4A8	Olfr1245
OR4A5	Olfr1245
OR4A16	Olfr1245
GPX1	Gpx1
	Gm37376
	Gm20417
RIMKLA	Rimkla
	Malat1
FANCG	Fancg
	Gm10064
	1700025M24Rik
OR4A8	Olfr1246
OR4A5	Olfr1246
OR4A16	Olfr1246
THRB	Thrb
	Gm4755
	Gm48045
CLEC14A	Clec14a
	Olfr607
	Gm42734
ALG3	Alg3
	Vmn1r60
	Gm34411
	Gm45204
