Mouse gene name	Gene name
Mark3	MARK3
Actg1	ACTG1
Setd3	SETD3
Gle1	GLE1
Gsto2	GSTO2
Mgat2	MGAT2
Hdac5	HDAC5
Rpl36al	RPL36AL
Aldh16a1	ALDH16A1
Gm45713	RPL13A
Rpl13a-ps1	RPL13A
Rpl13a	RPL13A
Endov	ENDOV
Asb6	ASB6
Socs3	SOCS3
Thy1	THY1
Fam46a	FAM46A
Rtn4ip1	RTN4IP1
Epn2	EPN2
Agbl4	AGBL4
Irx2	IRX2
1700066B19Rik	SMIM33
Trmt10a	TRMT10A
Hspb2	HSPB2-C11orf52
Hspa4	HSPA4
Kdm4d	KDM4F
Man2b1	AC010422.3
Crhr1	CRHR1
Smap1	SMAP1
Chfr	CHFR
Dact1	DACT1
Cinp	CINP
Kat7	KAT7
Gm36210	C19orf85
Aff4	AFF4
Amotl1	AMOTL1
Mien1	MIEN1
Ighv8-2	IGHV2-70
Ighv8-12	IGHV2-70
Ighv8-4	IGHV2-70
Ighv8-6	IGHV2-70
Ighv8-8	IGHV2-70
Ighv8-9	IGHV2-70
Ighv8-11	IGHV2-70
Ighv8-5	IGHV2-70
Ighv8-13	IGHV2-70
Ighv8-2	IGHV2-70D
Ighv8-12	IGHV2-70D
Ighv8-4	IGHV2-70D
Ighv8-6	IGHV2-70D
Ighv8-8	IGHV2-70D
Ighv8-9	IGHV2-70D
Ighv8-11	IGHV2-70D
Ighv8-5	IGHV2-70D
Ighv8-13	IGHV2-70D
Ctdsp1	CTDSP1
Pgap3	PGAP3
St6galnac2	AC015802.6
St6galnac2	ST6GALNAC2
Tead2	TEAD2
Dapk1	DAPK1
Ptgir	PTGIR
Lypd4	LYPD4
Plbd2	PLBD2
1810010D01Rik	AP003071.5
Tpcn2	TPCN2
Sphk1	SPHK1
Socs6	SOCS6
Vcl	VCL
Pax9	PAX9
Slc6a16	SLC6A16
Trabd2b	TRABD2B
Spop	SPOP
Tcf15	TCF15
Agpat4	AGPAT4
Olfr1015	OR9G4
Olfr1006	OR9G4
Vopp1	VOPP1
Ten1	TEN1-CDK3
Slc25a36	SLC25A36
Cmpk1	CMPK1
Mchr1	MCHR1
Ighv1-54	IGHV1-24
Ighv1-72	IGHV1-24
Ighv1-9	IGHV1-24
Ighv1-61	IGHV1-24
Ighv1-62-1	IGHV1-24
Ighv1-74	IGHV1-24
Ighv1-63	IGHV1-24
Ighv1-62-3	IGHV1-24
Ighv1-55	IGHV1-24
Ighv1-62-2	IGHV1-24
Ighv1-24	IGHV1-24
Ighv1-53	IGHV1-24
Ighv1-69	IGHV1-24
Ighv1-76	IGHV1-24
Ighv1-52	IGHV1-24
Ighv1-43	IGHV1-24
Ighv1-23	IGHV1-24
Ighv1-85	IGHV1-24
Ighv1-7	IGHV1-24
Ighv1-12	IGHV1-24
Ighv1-56	IGHV1-24
Ighv1-66	IGHV1-24
Ighv1-64	IGHV1-24
Ighv1-4	IGHV1-24
Ighv1-50	IGHV1-24
Ighv1-77	IGHV1-24
Ighv1-82	IGHV1-24
Ighv1-16	IGHV1-24
Ighv1-42	IGHV1-24
Ighv1-31	IGHV1-24
Ighv1-71	IGHV1-24
Dync1h1	DYNC1H1
Kcna2	KCNA2
Mcm5	MCM5
Dgat2	DGAT2
Fmnl1	FMNL1
Smarcal1	SMARCAL1
Phactr3	PHACTR3
Brms1l	BRMS1L
Serinc4	SERINC4
Jph2	JPH2
Spns2	SPNS2
Rnf41	RNF41
Maml3	MAML3
Clec1b	CLEC1B
Tmem218	TMEM218
Fancf	FANCF
Sohlh1	SOHLH1
1700024G13Rik	C10orf53
Ccl3	CCL18
Jup	JUP
C2cd2l	C2CD2L
Igha	IGHA2
Taf7	TAF7
Pcdhb9	PCDHB4
Pcdhb7	PCDHB4
Pcdhb5	PCDHB4
Wdr61	WDR61
Serpina12	SERPINA12
Nup188	NUP188
Zfp217	ZNF217
Epyc	EPYC
Armc7	ARMC7
Tubb4b	TUBB4B
Mrps34	MRPS34
Nt5c	NT5C
Lypd5	LYPD5
Gdpd5	GDPD5
Fam166a	FAM166A
Nrgn	NRGN
Scmh1	SCMH1
Wnt5a	WNT5A
Lamtor5	LAMTOR5
Stpg3	STPG3
Slc34a3	SLC34A3
Scnn1b	SCNN1B
Gabra6	GABRA6
Spata31d1c	SPATA31D1
Spata31d1d	SPATA31D1
Spata31d1a	SPATA31D1
Spata31d1b	SPATA31D1
Pja2	PJA2
Panx3	PANX3
Trim32	TRIM32
Tgm4	TGM4
Tlcd1	TLCD1
4931406C07Rik	C11orf54
Bckdha	BCKDHA
Eif4h	EIF4H
Suv39h2	SUV39H2
Acpp	ACPP
Naa15	NAA15
Fbxl20	FBXL20
Olfr933	OR8D1
Olfr26	OR8D1
Olfr930	OR8D1
Olfr146	OR8G5
Olfr935	OR8G5
Olfr936	OR8G5
Olfr44	OR8G1
Olfr954	OR8G1
Olfr937	OR8G1
Olfr951	OR8G1
Olfr945	OR8G1
Olfr1537	OR8G1
Olfr27	OR8G1
Olfr948	OR8G1
Olfr943	OR8G1
Olfr944	OR8G1
Ncaph	NCAPH
Dph2	DPH2
Klb	KLB
Hivep2	HIVEP2
Olfr587-ps1	OR51L1
Myoz3	MYOZ3
Fdxr	FDXR
Dlx2	DLX2
Slu7	SLU7
Fam163b	FAM163B
Rab33b	RAB33B
Exosc5	EXOSC5
Spata31d1c	SPATA31D4
Spata31d1d	SPATA31D4
Spata31d1a	SPATA31D4
Spata31d1b	SPATA31D4
Synpo	SYNPO
Serpina11	SERPINA11
Ankrd11	ANKRD11
Sec61g	SEC61G
Zbed5	ZBED8
Smim20	SMIM20
Krt34	KRT33A
Krt33a	KRT33A
Krt33b	KRT33A
Krt31	KRT33A
Krtap16-1	KRTAP16-1
Krtap29-1	KRTAP29-1
Ribc1	RIBC1
Krtap9-1	KRTAP9-7
Gm11559	KRTAP9-7
Gm11568	KRTAP9-7
Gm11567	KRTAP9-7
Adamtsl2	ADAMTSL2
Grin2c	GRIN2C
Bcat1	BCAT1
Smg9	SMG9
Cr2	CR2
Cyp4x1	CYP4X1
Tmem104	TMEM104
Mymk	MYMK
Smc1a	SMC1A
Pik3c2a	PIK3C2A
Bri3	BRI3
Ndst1	NDST1
2700049A03Rik	KIAA0586
Fabp1	FABP1
Gys1	GYS1
Ap5b1	AP5B1
Timm9	TIMM9
Gpat3	GPAT3
Dnah6	DNAH6
Slc2a6	SLC2A6
Ssr2	SSR2
Rad50	AC116366.3
Scn9a	SCN9A
Dnah8	DNAH8
Cd300lb	CD300LB
Mef2a	MEF2A
Lactbl1	LACTBL1
Cd300c	CD300A
Cd300c2	CD300A
Cd300a	CD300A
Krtap3-3	KRTAP3-2
Krtap3-2	KRTAP3-2
Cfap73	CFAP73
Itgad	ITGAD
Pcdha2	PCDHA2
Wdr78	WDR78
Rdh10	RDH10
Srrm2	SRRM2
Emc2	EMC2
Cadm4	CADM4
Bhlhe40	BHLHE40
CK137956	C1orf94
Olfr78	OR51E2
Nudt1	NUDT1
Eif3e	EIF3E
Alg10b	ALG10B
Gm7145	ZNF816
B020011L13Rik	ZNF816
Gm28360	ZNF816
Rapgef5	RAPGEF5
Pdcd2	PDCD2
Snrnp200	SNRNP200
Xcl1	XCL1
Whrn	WHRN
Xcl1	XCL2
Cyb5r1	CYB5R1
Plxdc1	PLXDC1
Zmiz1	ZMIZ1
Ctage5	CTAGE4
Nmbr	NMBR
Olfr437	OR2A2
Akna	AKNA
Sdhaf3	SDHAF3
Olfr275	OR13F1
Mrps21	MRPS21
Moap1	MOAP1
Cd177	CD177
Fscb	FSCB
Wars	WARS
Gpr101	GPR101
Add2	ADD2
Itpk1	ITPK1
Rab39	RAB39A
Prkag1	PRKAG1
Rbm22	RBM22
Pcnx	PCNX1
Pnpla6	PNPLA6
Mcoln1	MCOLN1
Tet2	TET2
Elovl6	ELOVL6
Coq8a	COQ8A
Lancl3	LANCL3
Hmgb3	HMGB3
Lpp	LPP
Rin1	RIN1
Rpgr	RPGR
Ppm1n	PPM1N
Adra2b	ADRA2B
Ncald	NCALD
Zranb1	ZRANB1
Fbxo8	FBXO8
F8a	F8A1
Ppp1r35	PPP1R35
Shox2	SHOX2
Defb18	DEFB113
N4bp2	N4BP2
Sp4	SP4
Nasp	NASP
FAM237A	FAM237A
Sgo2b	SGO2
Sgo2a	SGO2
Dytn	DYTN
Esr2	ESR2
Wfdc1	WFDC1
3110009E18Rik	C2orf76
Lpl	LPL
Insc	INSC
Npc2	NPC2
Odf3l2	ODF3L2
Zfp105	ZNF35
Olfr1388	OR2Y1
Olfr1389	OR2Y1
Olfr1387	OR2Y1
Kdelr1	KDELR1
Gdf11	GDF11
Grhl2	GRHL2
Adi1	ADI1
Mgat1	MGAT1
Polr2m	POLR2M
Hpd	HPD
Zc3h10	ZC3H10
Rab1b	RAB1B
Gm6563	SARNP
Sarnp	SARNP
Rbm17	RBM17
1700011H14Rik	CCDC198
Ramp2	RAMP2
Hes3	HES3
Slc25a16	SLC25A16
Trappc10	FP565260.7
Adam32	ADAM32
Rhpn1	RHPN1
Cnih2	CNIH2
Gpr153	GPR153
Frmd4b	FRMD4B
Hibch	HIBCH
Lrba	LRBA
Tceal5	TCEAL6
Tceal3	TCEAL6
Tceal6	TCEAL6
Naaladl1	NAALADL1
Cfap54	CFAP54
Pomc	POMC
Zfp62	ZFP62
Yif1a	YIF1A
Usp17le	USP17L26
Usp17la	USP17L26
Usp17lb	USP17L26
Usp17lc	USP17L26
Usp17ld	USP17L26
Isca2	ISCA2
Gria4	GRIA4
Caprin1	CAPRIN1
Shisa5	SHISA5
Efnb2	EFNB2
Tpgs1	TPGS1
Olfr92	OR2H2
Olfr91	OR2H2
Olfr753-ps1	OR2H2
Olfr90	OR2H2
Olfr93	OR2H2
Ip6k1	IP6K1
Madcam1	MADCAM1
Lzic	LZIC
Ubd	UBD
Pou3f3	POU3F3
Gm3448	TCTE3
Tcte3	TCTE3
Gabbr1	GABBR1
Rhog	RHOG
Usp17le	USP17L5
Usp17la	USP17L5
Usp17lb	USP17L5
Usp17lc	USP17L5
Usp17ld	USP17L5
Rcn2	RCN2
C2cd5	C2CD5
Zfp618	ZNF618
Mdh1b	MDH1B
Gon4l	GON4L
Fam84b	FAM84B
Esyt3	ESYT3
Tmc3	TMC3
Arntl2	ARNTL2
Tbca	TBCA
Taar9	TAAR9
Nmnat1	NMNAT1
Echdc2	ECHDC2
Ap1s3	AP1S3
Rrh	RRH
Acot12	ACOT12
Clpb	CLPB
4930402K13Rik	FAM47C
4930480E11Rik	FAM47C
Fam47c	FAM47C
Trappc2l	TRAPPC2L
Fam186a	FAM186A
Il19	IL19
Fastkd2	FASTKD2
Mafa	MAFA
Irf5	IRF5
Muc20	MUC20
Sac3d1	SAC3D1
Cd8b1	CD8B
Cnnm4	CNNM4
Larp4	LARP4
Olfr1020	OR5AP2
Il9r	IL9R
Olfr1019	OR5AR1
Prcp	PRCP
Snd1	SND1
Il20	IL20
Stim1	STIM1
Slc35f4	SLC35F4
Usp17le	USP17L27
Usp17la	USP17L27
Usp17lb	USP17L27
Usp17lc	USP17L27
Usp17ld	USP17L27
1700019D03Rik	C2orf88
Usp17le	USP17L28
Usp17la	USP17L28
Usp17lb	USP17L28
Usp17lc	USP17L28
Usp17ld	USP17L28
Usp17le	USP17L29
Usp17la	USP17L29
Usp17lb	USP17L29
Usp17lc	USP17L29
Usp17ld	USP17L29
Usp17le	USP17L30
Usp17la	USP17L30
Usp17lb	USP17L30
Usp17lc	USP17L30
Usp17ld	USP17L30
Kcnv1	KCNV1
Hist1h3d	HIST2H3D
Ccdc102a	CCDC102A
Slc26a1	SLC26A1
Galns	GALNS
Grin2d	GRIN2D
Atf2	ATF2
Psat1	PSAT1
Sox1	SOX1
Dgkq	DGKQ
Reg2	REG1B
Reg1	REG1B
Srsf3	SRSF3
Gm42417	ANKRD23
Ankrd23	ANKRD23
Btnl9	BTNL9
Lrrc4	LRRC4
Kctd1	KCTD1
Ttc4	TTC4
Ptprd	PTPRD
Gpr173	GPR173
Rnaseh1	AC108488.2
Gm12728	RGPD1
Zfp189	ZNF189
Cdhr4	CDHR4
Mroh7	MROH7
Dbi	DBI
Cyth2	CYTH2
Olfr56	OR2V1
Klrg1	KLRG1
Olfr56	OR2V2
Cnnm3	CNNM3
Arglu1	ARGLU1
Mybpc3	MYBPC3
Suox	SUOX
Idua	IDUA
Kdm5b	KDM5B
Taar8b	TAAR8
Taar8c	TAAR8
Taar8a	TAAR8
Trim7	TRIM7
Adam21	ADAM21
Taar6	TAAR6
Defb43	DEFB131A
Slc5a4a	SLC5A4
Taar5	TAAR5
Il24	IL24
Chst9	CHST9
Kbtbd6	KBTBD6
Zfp457	ZNF493
Zfp58	ZNF493
Zfp493	ZNF493
CT573016.1	ZNF493
Zfp273	ZNF493
Zfp72	ZNF493
Zfp458	ZNF493
Zfp953	ZNF493
Zfp85	ZNF493
Zfp738	ZNF493
Zfp759	ZNF493
Zfp65	ZNF493
Zfp708	ZNF493
Zfp87	ZNF493
Siglece	SIGLEC12
Taar2	TAAR2
Aldob	ALDOB
Aqp4	AQP4
Mrps9	MRPS9
Ankrd39	ANKRD39
Taar1	TAAR1
Tspyl2	TSPYL2
Aldh1b1	ALDH1B1
Kcnj14	KCNJ14
Zfp457	ZNF85
Zfp58	ZNF85
Zfp493	ZNF85
CT573016.1	ZNF85
Zfp273	ZNF85
Zfp72	ZNF85
Zfp458	ZNF85
Zfp953	ZNF85
Zfp85	ZNF85
Zfp738	ZNF85
Zfp759	ZNF85
Zfp65	ZNF85
Zfp708	ZNF85
Zfp87	ZNF85
Mtrf1	MTRF1
Pcyox1l	PCYOX1L
Grwd1	GRWD1
Vnn1	VNN1
Lrrc4c	LRRC4C
Tmem246	TMEM246
Tacr3	TACR3
Pou6f1	POU6F1
Zc3h15	ZC3H15
1700037H04Rik	C20orf27
Agbl2	AGBL2
Ldoc1	LDOC1
Asb3	ASB3
Sohlh2	SOHLH2
Musk	MUSK
Ltk	LTK
Tmem191c	TMEM191B
Adipor2	ADIPOR2
Aebp1	AEBP1
Mrm1	MRM1
Pdhx	PDHX
Slc26a10	SLC26A10
Pif1	PIF1
Fsip1	FSIP1
Olfr716	OR2D3
Sh3bgrl3	SH3BGRL3
Gm9573	MUC22
Olfr2	OR6A2
Asb12	ASB12
Amer1	AMER1
Enpp6	ENPP6
Tas2r118	TAS2R16
Hcfc1	HCFC1
Ppp1r42	PPP1R42
Clta	CLTA
Usp39	USP39
Usp4	USP4
Cep85	CEP85
Chmp1b	CHMP1B
Amigo3	AMIGO3
Catsper4	CATSPER4
Osbpl5	OSBPL5
Dhx36	DHX36
Nin	NIN
Nmnat2	NMNAT2
Ide	IDE
Laptm4a	LAPTM4A
Arid2	ARID2
Fyn	FYN
Slc38a9	SLC38A9
Trappc11	TRAPPC11
Pramef6	PRAMEF1
Gm13101	PRAMEF1
C87977	PRAMEF1
Gm12790	PRAMEF1
Gm6509	PRAMEF1
Gm13023	PRAMEF1
C87499	PRAMEF1
AC140325.1	PRAMEF1
Pramef25	PRAMEF1
Oog1	PRAMEF1
Gm13083	PRAMEF1
Gm3259	PRAMEF1
Gm13128	PRAMEF1
AC140365.1	PRAMEF1
Pramef8	PRAMEF1
Pramef17	PRAMEF1
Pramef12	PRAMEF1
AC126035.1	PRAMEF1
Pramel1	PRAMEF1
Pramel6	PRAMEF1
Gm12789	PRAMEF1
Gm12800	PRAMEF1
Oog4	PRAMEF1
Gm16427	PRAMEF1
Gm3286	PRAMEF1
Gm13103	PRAMEF1
Gm13078	PRAMEF1
Gm12794	PRAMEF1
Pramef20	PRAMEF1
C87414	PRAMEF1
AC123873.1	PRAMEF1
Gm13088	PRAMEF1
Gm13089	PRAMEF1
Gm13040	PRAMEF1
AC164084.1	PRAMEF1
Gm13119	PRAMEF1
Gm3147	PRAMEF1
Gm10436	PRAMEF1
B020004J07Rik	PRAMEF1
Oog3	PRAMEF1
Pramel5	PRAMEF1
Gm13084	PRAMEF1
AC163611.1	PRAMEF1
AC133095.2	PRAMEF1
C130073F10Rik	PRAMEF1
BC080695	PRAMEF1
Oog2	PRAMEF1
Pramel7	PRAMEF1
Gm6351	PRAMEF1
AC140325.4	PRAMEF1
AC123873.2	PRAMEF1
Pramel4	PRAMEF1
Gm16367	PRAMEF1
AC124606.2	PRAMEF1
AC124606.1	PRAMEF1
AC125178.1	PRAMEF1
AC164084.2	PRAMEF1
AC165294.3	PRAMEF1
Gm7792	PRAMEF1
Gm3106	PRAMEF1
Gm3139	PRAMEF1
Gm3183	PRAMEF1
Gm16513	PRAMEF1
AC133095.1	PRAMEF1
Gm6502	PRAMEF1
Gm7942	PRAMEF1
Gm16429	PRAMEF1
Gm7971	PRAMEF1
D5Ertd577e	PRAMEF1
Gm3286	PRAMEF1
E330014E10Rik	PRAMEF1
BC061212	PRAMEF1
Gm7978	PRAMEF1
AA792892	PRAMEF1
AC140325.3	PRAMEF1
AC164084.3	PRAMEF1
Gm7682	PRAMEF1
Gm7982	PRAMEF1
AC125178.3	PRAMEF1
AC140325.2	PRAMEF1
AC165294.2	PRAMEF1
A430089I19Rik	PRAMEF1
Gm10424	PRAMEF1
AC125178.2	PRAMEF1
AC165294.1	PRAMEF1
AC123873.3	PRAMEF1
AC163611.2	PRAMEF1
Gm6205	PRAMEF1
Gm6367	PRAMEF1
Gm2042	PRAMEF1
Gm13043	PRAMEF1
Gm13057	PRAMEF1
Gm13102	PRAMEF1
Cpxcr1	CPXCR1
Rasgrf1	RASGRF1
Fan1	FAN1
Drd4	DRD4
Wwtr1	WWTR1
Oaz2	OAZ2
Mcm6	MCM6
Fam102b	FAM102B
Syt1	SYT1
Rbmx2	RBMX2
Gcsh	GCSH
Hbq1b	HBQ1
Hbq1a	HBQ1
Plekha8	PLEKHA8
Trav6-5	TRAV9-2
Trav6n-5	TRAV9-2
Trav6d-5	TRAV9-2
Foxred2	FOXRED2
Dusp26	DUSP26
Sec11a	SEC11A
Nudt18	NUDT18
Cpa5	CPA5
Fabp12	FABP12
Tmem27	TMEM27
Chrnd	CHRND
Cldn24	CLDN22
Cldn22	CLDN22
Aph1c	APH1B
Aph1b	APH1B
Trav7d-3	TRAV12-1
Trav7d-4	TRAV12-1
Trav7-1	TRAV12-1
Trav7-6	TRAV12-1
Trav7d-2	TRAV12-1
Trav7n-4	TRAV12-1
Trav7-5	TRAV12-1
Trav7d-5	TRAV12-1
C920008G01Rik	TRAV12-1
Trav7-2	TRAV12-1
Trav7-3	TRAV12-1
Trav7-4	TRAV12-1
Trav7n-5	TRAV12-1
Trav7n-6	TRAV12-1
Dym	DYM
Slc25a14	SLC25A14
Per3	PER3
Il17a	IL17A
Uts2	UTS2
Tuba3b	TUBA3D
Tnfsf4	TNFSF4
Ino80e	INO80E
Slc41a3	SLC41A3
Usp27x	USP27X
Zfp775	AC073111.3
Dhrs4	DHRS4L2
Tescl	TESC
Tesc	TESC
Tnfsf14	TNFSF14
Fam186b	FAM186B
Dmrt2	DMRT2
Epha1	EPHA1
Zfp612	ZNF23
Egr3	EGR3
Rab11b	RAB11B
Dzank1	DZANK1
Zfp691	ZNF691
Guca1a	GUCA1A
Ccdc124	CCDC124
Drg2	DRG2
Alkbh5	ALKBH5
Alk	ALK
Tdo2	TDO2
Thrb	THRB
Cyp26b1	CYP26B1
Rdh14	RDH14
Gprin2	GPRIN2
Atp6v1c2	ATP6V1C2
Ankrd60	ANKRD60
Tmem209	TMEM209
Cox19	COX19
Alg1	ALG1L
Anxa8	ANXA8L1
Gdnf	GDNF
Rab2b	RAB2B
Vwde	VWDE
Colgalt1	COLGALT1
Asphd1	ASPHD1
Ttc19	TTC19
Igll1	IGLC1
Iglc3	IGLC1
Iglc2	IGLC1
Iglc4	IGLC1
Iglc1	IGLC1
Arf4	ARF4
Rpp30	RPP30
Selenoo	SELENOO
Cpsf6	CPSF6
Wdr5b	WDR5B
Mrs2	MRS2
Ptk2	PTK2
Crocc	CROCC
Lysmd1	LYSMD1
Kcnk4	KCNK4
Gba	GBA
Wdr53	WDR53
Ifna2	IFNA13
Ifna9	IFNA13
Ifna12	IFNA13
Ifna15	IFNA13
Ifna5	IFNA13
Ifna4	IFNA13
Ifna16	IFNA13
Ifna1	IFNA13
Ifna14	IFNA13
Ifna13	IFNA13
Ifna7	IFNA13
Ifna11	IFNA13
Ifna6	IFNA13
Ifnab	IFNA13
Kcnh3	KCNH3
Malsu1	MALSU1
Ext2	EXT2
Ttc3	TTC3
Defb30	DEFB135
Nkapl	NKAPL
Ripply2	RIPPLY2
Alg1	ALG1
Foxj2	FOXJ2
Ndufb7	NDUFB7
Kif20b	KIF20B
Tyms	TYMS
Tex13b	TEX13A
Tex13a	TEX13A
Stard13	STARD13
Mtif3	MTIF3
Rp2	RP2
Tet3	TET3
Upf3b	UPF3B
Pcnp	PCNP
Lif	LIF
Fndc4	FNDC4
Ndufaf6	NDUFAF6
Ift122	IFT122
Gm22826	RNU1-42P
Gm23239	RNU1-42P
Gm25844	RN7SKP1
Snora57	SNORA57
Gm26132	SNORA57
Gm26026	RNU4-33P
Snora47	SNORA47
Gm22290	RNU6-41P
Gm25404	RNU6-41P
Gm22601	RN7SKP213
Gm23533	RN7SKP213
Gm25621	RNA5SP454
Gm22106	RNU4-64P
Gm23336	RNU6ATAC21P
Gm24465	RNU6-549P
Gm23536	RNA5SP237
Gm22942	SNORA70
Gm23392	RNA5SP413
Gm24883	RN7SKP12
Gm23120	RN7SKP122
Gm26098	RN7SKP122
Gm23500	RNU6-719P
Gm24724	RNU6-719P
Gm24119	SNORA53
Gm23677	RNU6-86P
Gm26109	SNORD63
n-R5s217	RNA5SP67
Ighv3-8	AC233755.1
Ighv3-1	AC233755.1
Ighv3-3	AC233755.1
Ighv3-5	AC233755.1
Ighv3-4	AC233755.1
Ighv3-6	AC233755.1
Ighv12-3	AC233755.1
Gm27820	uc_338
Gm23545	RNU6-83P
Gm23830	RNU6-83P
Gm22208	RNU6-83P
Gm23733	RNU6-999P
Gm22562	RNA5SP181
Mir1839	SCARNA15
Gm26479	RNU6-453P
Gm23392	RNA5SP418
Gm26329	RNY1P4
Snora64	SNORA64
Gm22054	RNU1-114P
Gm27502	Six3os1_6
Gm23337	RNU6-1129P
Gm22543	RNU6-288P
Gm25014	RNU6-582P
Gm24165	SNORA31
Gm24240	SNORA31
Gm25011	SNORA31
Gm27521	RNU7-182P
Gm27934	RNU7-182P
Gm23067	RNU7-182P
Gm22339	RNU7-182P
Gm24501	RNU7-182P
Gm23779	RNU7-182P
Gm26296	RNU7-182P
Gm27549	RNU7-182P
Gm26482	RNU7-182P
Gm25486	RNU7-182P
Gm26087	RNU7-182P
Gm24440	RNU7-182P
Gm22100	RNU7-182P
Gm26409	RNU7-182P
Gm24784	RNU7-182P
Gm23986	RNU7-182P
Gm27393	RNU7-182P
Gm23475	RNU7-182P
Gm28020	RNU7-182P
Gm26151	RNU7-182P
Rnu7	RNU7-182P
Gm25010	RNU7-182P
Gm27851	RNU7-182P
Gm27811	RNU7-182P
Gm23859	RNU7-182P
Gm25884	RNU7-182P
Gm27649	RNU7-182P
Gm25602	RNU7-182P
Gm27723	RNU7-182P
Gm22841	RNU7-182P
Gm23581	RNU7-182P
Gm25056	RNU7-182P
Gm22788	RNU7-182P
Gm23016	RNU7-182P
Gm24512	RNU7-182P
Gm23665	RNU7-182P
Gm25267	RNU7-182P
Gm23411	RNU7-182P
Gm27964	RNU7-182P
Gm24487	RNU7-182P
Gm22218	RNU7-182P
Gm23352	RNU7-182P
Gm27510	RNU7-182P
Gm24249	RNU7-182P
Gm27396	RNU7-182P
Gm22836	RNU7-182P
Gm23763	RNU7-182P
Gm27343	RNU7-182P
Gm25150	RNU7-182P
Gm27926	RNU7-182P
Gm22815	RNU7-182P
Gm24732	RNU7-182P
Gm24577	RNU7-182P
Gm26160	RNU7-182P
Gm27579	RNU7-182P
Gm27635	RNU7-182P
Gm24390	RNU7-182P
Gm25424	RNU7-182P
Gm25702	RNU7-182P
Gm22203	RNU7-182P
Gm22390	RN7SKP162
Gm22275	RN7SKP131
Gm24259	RNU6-54P
Gm22929	RNU6-54P
Gm26224	SNORD74
Gm26493	SNORA46
Gm23628	RNU2-58P
Snora33	SNORA33
Gm22490	SNORA40
Gm24817	RNU6-367P
Gm25666	RNU6-1043P
Gm24787	SNORA70
Gm26277	SNORA70
Gm22725	SNORA70
Gm24000	SNORA70
Gm24236	SNORA70
Gm25861	SNORA70
Gm24175	SNORA70
Gm24074	RN7SKP56
Gm24754	RNU6-1001P
Gm22666	RNU1-132P
Gm25629	RNU6-191P
Cdkl1	CDKL1
Atp5s	ATP5S
L2hgdh	L2HGDH
Tppp2	TPPP2
Zw10	ZW10
Ndrg2	NDRG2
P4hb	P4HB
Tmem174	TMEM174
AC099934.5	POLE2
Pole2	POLE2
Atp2b4	ATP2B4
Cfap58	CFAP58
Fcho2	FCHO2
Rasgrp4	RASGRP4
Pura	PURA
Fmod	FMOD
Tnpo1	TNPO1
Cnot9	CNOT9
Lrrc9	LRRC9
Zfp366	ZNF366
Zswim4	ZSWIM4
Rnf121	RNF121
Timm10	TIMM10
Nmi	NMI
Zfp57	ZFP57
Ints7	INTS7
1700010I14Rik	C6orf118
Epb41l4a	EPB41L4A
Birc5	BIRC5
Gm20425	TF
Trf	TF
Ugt3a2	UGT3A2
Ugt3a1	UGT3A2
Papola	PAPOLA
Man2b1	MAN2B1
Rasgrf2	RASGRF2
B3galt1	B3GALT1
Fads2	FADS2
Tmem260	TMEM260
Rcor3	RCOR3
Samhd1	SAMHD1
1700006E09Rik	C17orf105
Glra1	GLRA1
Erbb2	ERBB2
Alkbh4	ALKBH4
Chek1	CHEK1
Fibp	FIBP
Ero1lb	ERO1B
Dhrs13	DHRS13
Shroom1	SHROOM1
Ccdc89	CCDC89
Arl9	ARL9
Csnk1g3	CSNK1G3
Aplnr	APLNR
Tbpl1	TBPL1
Mre11a	MRE11
Nav1	NAV1
Ighv13-2	IGHV3-38
Ighv11-1	IGHV3-38
Ighv5-4	IGHV3-38
Ighv11-2	IGHV3-38
Svip	SVIP
Tmem131	TMEM131
Lmna	LMNA
Ppp2r1b	PPP2R1B
Rab2a	RAB2A
Camk4	CAMK4
Ceacam15	CEACAM21
Ceacam9	CEACAM21
Grap	GRAP
Fam208a	FAM208A
Asap3	ASAP3
Ly6g5c	LY6G5C
Anapc1	ANAPC1
Kcnip2	KCNIP2
Flot2	FLOT2
Wbp2	WBP2
Plxnb3	PLXNB3
Ighv5-16	IGHV3-23
Ighv5-9	IGHV3-23
Ighv5-12	IGHV3-23
Ighv5-17	IGHV3-23
Ighv5-15	IGHV3-23
Ighv5-6	IGHV3-23
Ighv5-9-1	IGHV3-23
Stil	STIL
Fam69a	FAM69A
Igkv2-137	IGKV2-28
Igkv2-109	IGKV2-28
Gm20730	IGKV2-28
Igkv2-112	IGKV2-28
Ccdc15	CCDC15
Smim5	SMIM5
Pcdhga6	PCDHGA6
Ido2	IDO2
Slc18a3	SLC18A3
Xiap	BIRC8
Hbb-bh1	HBG1
Lhb	CGB3
Lhb	CGB1
Pcdhb18	PCDHB10
Mum1	MUM1
Olfm1	OLFM1
Krt17	KRT17
D17H6S53E	C6orf47
Mif4gd	MIF4GD
Phyhd1	PHYHD1
Rad54b	FSBP
Slc16a5	SLC16A5
Eif3h	EIF3H
Lrmp	LRMP
Sympk	SYMPK
Nkx3-2	NKX3-2
Mrpl58	MRPL58
Tshz2	TSHZ2
AL732309.2	NDOR1
Ndor1	NDOR1
Gm24224	RN7SKP103
Gm23258	RNU6-446P
Gm27275	Six3os1_5
Gm25434	SCARNA16
Gm26083	SCARNA16
Gm27853	RN7SL771P
