mouseSymbol,choSymbol
Tmie,Tmie
Dnajc21,Dnajc21
Ccar2,Ccar2
Aagab,Aagab
Stab2,Stab2
Als2cl,Als2cl
Slc25a12,Slc25a12
Fosl2,Fosl2
Akr1e1,Akr1e1
Wdr82,Wdr82
Barx1,Barx1
Stxbp2,Stxbp2
Furin,Furin
Cul5,Cul5
Ascl3,Ascl3
Tmem9b,Tmem9b
Grtp1,Grtp1
Pomk,Pomk
Ttc26,Ttc26
Strn4,Strn4
Bin3,Bin3
Susd6,Susd6
Proser1,Proser1
Atp12a,Atp12a
Nrip3,Nrip3
Otop1,Otop1
Cabin1,Cabin1
Pcbd1,Pcbd1
Arhgef39,Arhgef39
Fgl1,Fgl1
Rsad2,Rsad2
Slamf8,Slamf8
Mrps33,Mrps33
Nlrx1,Nlrx1
Gm5901,Gm5901
Nme5,Nme5
Trmo,Trmo
Bbox1,Bbox1
Trem2,Trem2
Tle3,Tle3
Chit1,Chit1
Pip4k2a,Pip4k2a
Phf2,Phf2
Tmem106c,Tmem106c
Cacnb3,Cacnb3
Glra4,Glra4
Lsm8,Lsm8
Tbce,Tbce
Mkrn2os,Mkrn2os
Samd7,Samd7
Tex14,Tex14
Ccdc28b,Ccdc28b
Bloc1s6,Bloc1s6
Pdpk1,Pdpk1
Smad3,Smad3
Yme1l1,Yme1l1
Nrm,Nrm
Fnta,Fnta
Ankrd7,Ankrd7
Kcnab1,Kcnab1
Slc25a22,Slc25a22
Zfand3,Zfand3
Rasl10a,Rasl10a
Ltbp2,Ltbp2
Hadha,Hadha
Cnst,Cnst
Nalcn,Nalcn
Dlk2,Dlk2
Vash2,Vash2
Gas2l1,Gas2l1
Tmem234,Tmem234
Eif2ak1,Eif2ak1
Sparcl1,Sparcl1
Inpp5d,Inpp5d
Arhgap10,Arhgap10
Rnf17,Rnf17
Cdk19,Cdk19
3425401B19Rik,3425401B19Rik
Arrb2,Arrb2
Fibin,Fibin
St18,St18
Hgf,Hgf
Slc52a2,Slc52a2
Smarca4,Smarca4
Cldn4,Cldn4
Daam2,Daam2
Cldn3,Cldn3
Psmd7,Psmd7
Tdo2,Tdo2
Olfr93,Olfr93
Psma1,Psma1
Sept4,Sept4
Ankrd61,Ankrd61
Garem2,Garem2
Wdr89,Wdr89
Ing4,Ing4
Smg5,Smg5
Krtap16-1,Krtap16-1
Nkx2-9,Nkx2-9
Pla2g2e,Pla2g2e
Nepn,Nepn
Mxd4,Mxd4
Rhpn2,Rhpn2
Rock2,Rock2
Sgpl1,Sgpl1
Il17re,Il17re
Stk36,Stk36
Tprn,Tprn
Hjurp,Hjurp
Pax9,Pax9
Ubd,Ubd
Ep400,Ep400
Acrbp,Acrbp
Sept7,Sept7
S100a1,S100a1
Olfr148,Olfr148
Atp1a3,Atp1a3
1110008P14Rik,1110008P14Rik
Mroh2a,Mroh2a
Faap24,Faap24
Lin52,Lin52
Rhpn1,Rhpn1
Iqcc,Iqcc
Dnm1,Dnm1
Tulp3,Tulp3
Zfp618,Zfp618
Raf1,Raf1
Dmp1,Dmp1
Hdac8,Hdac8
Ints14,Ints14
Dcdc2b,Dcdc2b
S100a13,S100a13
Wdr59,Wdr59
Zfp384,Zfp384
Hspa4l,Hspa4l
Ifih1,Ifih1
1700007K13Rik,1700007K13Rik
Sgpp1,Sgpp1
Krt34,Krt34
Pbx4,Pbx4
Atf6b,Atf6b
Mroh3,Mroh3
H2afv,H2afv
Krt32,Krt32
Wrnip1,Wrnip1
Myo10,Myo10
Krt35,Krt35
Vsx2,Vsx2
Olfr95,Olfr95
Krt36,Krt36
Tmem245,Tmem245
Tmem174,Tmem174
Krt13,Krt13
Lingo1,Lingo1
Col5a3,Col5a3
Rab39,Rab39
Scnn1b,Scnn1b
Commd3,Commd3
S100a14,S100a14
Usp15,Usp15
Dusp23,Dusp23
Slc10a6,Slc10a6
Krt15,Krt15
Ift43,Ift43
Fbxw17,Fbxw17
Plb1,Plb1
Pik3r6,Pik3r6
L2hgdh,L2hgdh
Washc3,Washc3
Zfyve28,Zfyve28
Pms2,Pms2
S100a16,S100a16
Cog7,Cog7
1700066M21Rik,1700066M21Rik
Arpc4,Arpc4
Nus1,Nus1
Fam107a,Fam107a
Asic5,Asic5
Hemgn,Hemgn
Nutm2,Nutm2
Slc35f2,Slc35f2
Pde3b,Pde3b
Pogz,Pogz
Cgref1,Cgref1
Zfp949,Zfp949
Sctr,Sctr
Parn,Parn
Atp5s,Atp5s
Nkain2,Nkain2
Tlr5,Tlr5
Ttll3,Ttll3
1810011H11Rik,1810011H11Rik
Ambp,Ambp
Olfr96,Olfr96
Sln,Sln
Spdef,Spdef
Lgals3,Lgals3
Gdpd2,Gdpd2
Zfhx3,Zfhx3
Dmxl1,Dmxl1
Gpr155,Gpr155
Abhd11,Abhd11
Exoc5,Exoc5
Klk5,Klk5
Abcd2,Abcd2
Arsb,Arsb
Ndufa13,Ndufa13
1700016H13Rik,1700016H13Rik
Ap1g1,Ap1g1
Dcp2,Dcp2
4933408B17Rik,4933408B17Rik
Cd3g,Cd3g
Ndel1,Ndel1
Preb,Preb
Ermap,Ermap
D17Wsu92e,D17Wsu92e
Sec62,Sec62
Dusp27,Dusp27
Cd40lg,Cd40lg
Rgma,Rgma
Slc26a3,Slc26a3
Chil1,Chil1
Paqr6,Paqr6
Slc5a12,Slc5a12
Bcor,Bcor
CN725425,CN725425
Pcm1,Pcm1
Rabl6,Rabl6
Otud3,Otud3
Hfe2,Hfe2
Sh3bp5,Sh3bp5
Mfsd6l,Mfsd6l
Necab2,Necab2
Tnfrsf1b,Tnfrsf1b
Topbp1,Topbp1
Dclre1a,Dclre1a
Tex16,Tex16
Abcg1,Abcg1
Gbgt1,Gbgt1
4933403O08Rik,4933403O08Rik
Txnip,Txnip
Spata45,Spata45
Ccdc42,Ccdc42
Gramd1c,Gramd1c
Mepe,Mepe
Ddx58,Ddx58
Ppm1m,Ppm1m
Notch1,Notch1
Oit1,Oit1
Elk4,Elk4
Rnf222,Rnf222
Capn7,Capn7
Tmem178b,Tmem178b
Neurl3,Neurl3
Spp1,Spp1
Fcna,Fcna
Hacd3,Hacd3
Slc45a3,Slc45a3
Tmem37,Tmem37
Adamtsl5,Adamtsl5
Ms4a7,Ms4a7
Brix1,Brix1
Fam170b,Fam170b
Hspa5,Hspa5
Mfsd4a,Mfsd4a
Herc6,Herc6
Tff3,Tff3
Tmem141,Tmem141
Cnbp,Cnbp
Tff2,Tff2
Sema6d,Sema6d
Dhdds,Dhdds
Reg3b,Reg3b
Irgm1,Irgm1
Ano3,Ano3
Ccdc183,Ccdc183
Atp6ap1,Atp6ap1
Slc10a7,Slc10a7
Klk4,Klk4
Zfp629,Zfp629
Hmgcll1,Hmgcll1
9930012K11Rik,9930012K11Rik
Phf23,Phf23
Crp,Crp
Dnajb1,Dnajb1
Ssr3,Ssr3
Gca,Gca
Vip,Vip
Fcgrt,Fcgrt
Tnfrsf14,Tnfrsf14
Gm5136,Gm5136
Syt1,Syt1
Gipc1,Gipc1
Slc1a6,Slc1a6
Cacna1f,Cacna1f
Cabp5,Cabp5
Anp32b,Anp32b
Pcdh20,Pcdh20
Kcnh7,Kcnh7
C5ar1,C5ar1
Cyp2r1,Cyp2r1
Dvl3,Dvl3
Rcn3,Rcn3
Dpp4,Dpp4
Muc15,Muc15
Afp,Afp
Wscd2,Wscd2
Ints6,Ints6
Stx12,Stx12
Arid5a,Arid5a
Hilpda,Hilpda
Bmp5,Bmp5
Disp1,Disp1
Hat1,Hat1
Fam71f2,Fam71f2
Cks1brt,Cks1brt
Vstm4,Vstm4
Cmklr1,Cmklr1
Tnxb,Tnxb
Synj2,Synj2
Rpl26,Rpl26
Map3k7cl,Map3k7cl
Ahctf1,Ahctf1
Ddx23,Ddx23
Gpr107,Gpr107
Defb13,Defb13
Kynu,Kynu
Qrich1,Qrich1
4930430A15Rik,4930430A15Rik
Mzt1,Mzt1
Bsph1,Bsph1
Odf3l1,Odf3l1
Serpine3,Serpine3
Btd,Btd
Agk,Agk
Odf4,Odf4
Gpa33,Gpa33
Tcim,Tcim
Col6a1,Col6a1
Klk15,Klk15
Olfr1420,Olfr1420
Itgbl1,Itgbl1
Cand1,Cand1
Slc35f1,Slc35f1
Ido2,Ido2
Blm,Blm
Bora,Bora
Ficd,Ficd
Reg3d,Reg3d
Stx1a,Stx1a
Cd8b1,Cd8b1
Med11,Med11
Armc3,Armc3
Ube2a,Ube2a
Smad2,Smad2
Gatad2a,Gatad2a
Sart3,Sart3
Dbi,Dbi
Ankrd39,Ankrd39
Kif28,Kif28
Dpp8,Dpp8
Pus1,Pus1
Arhgef15,Arhgef15
Bach1,Bach1
Tnfrsf25,Tnfrsf25
Reg3a,Reg3a
Pla2g2c,Pla2g2c
Adpgk,Adpgk
Nrip1,Nrip1
Fam71f1,Fam71f1
4933413G19Rik,4933413G19Rik
Cfap126,Cfap126
Chd1,Chd1
Tmem56,Tmem56
Meis1,Meis1
Zfand1,Zfand1
Itfg2,Itfg2
Cfap99,Cfap99
Gm572,Gm572
Bmi1,Bmi1
C330007P06Rik,C330007P06Rik
Reg2,Reg2
Eepd1,Eepd1
Rnf4,Rnf4
Bbs4,Bbs4
Cxcl16,Cxcl16
Olfr1396,Olfr1396
Colgalt2,Colgalt2
Zmynd15,Zmynd15
Khdrbs1,Khdrbs1
Rnf186,Rnf186
Tnfaip8,Tnfaip8
Olfr56,Olfr56
Gdf11,Gdf11
Olfr1279,Olfr1279
Sdhb,Sdhb
Orc6,Orc6
Tmco4,Tmco4
Dlx1,Dlx1
Olfr1449,Olfr1449
Uhrf1bp1,Uhrf1bp1
Foxm1,Foxm1
Fam205c,Fam205c
Metap1d,Metap1d
Mcc,Mcc
Zfp281,Zfp281
Dynlrb2,Dynlrb2
Azi2,Azi2
Mipol1,Mipol1
Cnga4,Cnga4
Gm28710,Gm28710
Olfr1450,Olfr1450
Ikbke,Ikbke
Ptp4a2,Ptp4a2
Bud23,Bud23
Bcl7c,Bcl7c
Rnd1,Rnd1
Pdlim2,Pdlim2
Hif3a,Hif3a
Ciz1,Ciz1
Vps35,Vps35
Tff1,Tff1
Picalm,Picalm
Fcho2,Fcho2
Myo1g,Myo1g
Lrrc18,Lrrc18
Pou5f2,Pou5f2
Slc25a35,Slc25a35
Drd5,Drd5
Nsun7,Nsun7
Trim21,Trim21
Treml1,Treml1
Itih4,Itih4
Fign,Fign
Camsap2,Camsap2
Fgf14,Fgf14
Ift74,Ift74
Slc38a8,Slc38a8
Tiparp,Tiparp
Dis3,Dis3
Rftn1,Rftn1
Gramd4,Gramd4
Wdfy4,Wdfy4
Ccdc65,Ccdc65
Acadvl,Acadvl
Ncapd3,Ncapd3
Plk5,Plk5
Adora1,Adora1
Ndufs4,Ndufs4
Mcub,Mcub
Rxra,Rxra
C9,C9
Ido1,Ido1
Mybph,Mybph
Cd63,Cd63
Cmc1,Cmc1
Gpr25,Gpr25
Nek10,Nek10
Polr3gl,Polr3gl
Cdyl2,Cdyl2
Nr1h5,Nr1h5
Reg3g,Reg3g
Hspa1l,Hspa1l
Arhgap6,Arhgap6
Cbx7,Cbx7
Ap2m1,Ap2m1
Mmp19,Mmp19
Cpsf1,Cpsf1
Pibf1,Pibf1
Ms4a4a,Ms4a4a
Patz1,Patz1
Gpm6b,Gpm6b
Rad1,Rad1
Fbxo5,Fbxo5
Olfr1356,Olfr1356
Ndufv1,Ndufv1
Lrrc19,Lrrc19
Pcsk9,Pcsk9
Ift140,Ift140
3110009E18Rik,3110009E18Rik
E330009J07Rik,E330009J07Rik
Retn,Retn
Wdfy2,Wdfy2
Tatdn3,Tatdn3
Zfp622,Zfp622
Dnmt3a,Dnmt3a
Scn11a,Scn11a
Calca,Calca
Tnip1,Tnip1
Il17rc,Il17rc
Zscan2,Zscan2
Mtmr4,Mtmr4
Arl2bp,Arl2bp
Slc35b3,Slc35b3
Slc41a3,Slc41a3
BC005561,BC005561
Myct1,Myct1
Zmym1,Zmym1
Pyurf,Pyurf
Snx16,Snx16
Pik3ip1,Pik3ip1
Apobec3,Apobec3
Gabrg3,Gabrg3
Tm4sf5,Tm4sf5
Tmem198b,Tmem198b
Parp11,Parp11
Pla2g2f,Pla2g2f
Dhx38,Dhx38
Fkbp11,Fkbp11
Mael,Mael
Prima1,Prima1
Rpusd3,Rpusd3
Dvl2,Dvl2
Vmo1,Vmo1
Casz1,Casz1
Tmem131,Tmem131
Selplg,Selplg
Hccs,Hccs
Chmp4c,Chmp4c
Top2b,Top2b
Sfpq,Sfpq
Tmem204,Tmem204
Gltpd2,Gltpd2
Tmprss3,Tmprss3
Arf3,Arf3
Itga2,Itga2
Lctl,Lctl
Ptpn14,Ptpn14
Svbp,Svbp
Adck5,Adck5
Nxph2,Nxph2
Cckbr,Cckbr
Rgp1,Rgp1
Ptpn22,Ptpn22
Amelx,Amelx
Steap3,Steap3
Pidd1,Pidd1
Zwilch,Zwilch
Gk5,Gk5
Coro1c,Coro1c
Il6,Il6
Fam26d,Fam26d
Lsm2,Lsm2
Sprr1b,Sprr1b
Trappc3l,Trappc3l
Sprr3,Sprr3
Msrb2,Msrb2
Fam26e,Fam26e
Lsm6,Lsm6
Bsnd,Bsnd
Olfr568,Olfr568
Olfr569,Olfr569
Pla2g2d,Pla2g2d
Olfr570,Olfr570
Olfr1353,Olfr1353
1700093K21Rik,1700093K21Rik
Ankrd34a,Ankrd34a
Oxr1,Oxr1
Olfr572,Olfr572
Bend6,Bend6
Sprr1a,Sprr1a
Ptf1a,Ptf1a
March11,March11
Ulk1,Ulk1
Phax,Phax
Nsmce4a,Nsmce4a
Fst,Fst
Arel1,Arel1
Rdh5,Rdh5
Tmem253,Tmem253
Lancl2,Lancl2
Gm40193,Gm40193
Chrna1,Chrna1
Slc2a9,Slc2a9
Gba2,Gba2
Nr5a2,Nr5a2
Cd8a,Cd8a
Arhgef40,Arhgef40
Lix1l,Lix1l
Myog,Myog
Fam193a,Fam193a
Olfr573-ps1,Olfr573-ps1
Dgcr6,Dgcr6
Wnt10b,Wnt10b
Ildr2,Ildr2
Vopp1,Vopp1
Olfr1351,Olfr1351
Olfr1427,Olfr1427
Slf1,Slf1
Zfp711,Zfp711
Adam18,Adam18
Brox,Brox
Utp11,Utp11
Dhcr24,Dhcr24
Echdc2,Echdc2
Dlgap5,Dlgap5
Prodh,Prodh
Pld2,Pld2
Tiam2,Tiam2
Llgl1,Llgl1
Amdhd2,Amdhd2
Bckdhb,Bckdhb
Igdcc4,Igdcc4
Sdhc,Sdhc
Pla2g2a,Pla2g2a
Ccdc154,Ccdc154
Heatr5a,Heatr5a
Ctf1,Ctf1
Tln1,Tln1
Cdc23,Cdc23
Pla2g5,Pla2g5
Olfr57,Olfr57
Olfr76,Olfr76
Cmas,Cmas
Lta4h,Lta4h
Arih1,Arih1
Olfr1299,Olfr1299
Wdr73,Wdr73
Olfr1301,Olfr1301
Krt19,Krt19
Olfr1302,Olfr1302
Stoml3,Stoml3
Vps37d,Vps37d
Hnrnpll,Hnrnpll
Krt9,Krt9
Olfr554,Olfr554
Dlx2,Dlx2
Mettl6,Mettl6
Olfr1303,Olfr1303
Glb1l2,Glb1l2
Txlna,Txlna
Olfr574,Olfr574
Krt14,Krt14
Olfr1305,Olfr1305
Sprr4,Sprr4
Cib2,Cib2
Htr6,Htr6
Mbtps1,Mbtps1
Aida,Aida
Hscb,Hscb
Creld1,Creld1
Hsf5,Hsf5
Atp13a2,Atp13a2
Krt16,Krt16
Frem2,Frem2
Dctn3,Dctn3
Brd8,Brd8
Lipk,Lipk
4921504E06Rik,4921504E06Rik
Mlxipl,Mlxipl
Krt17,Krt17
Pfas,Pfas
Sult6b2,Sult6b2
Col2a1,Col2a1
Ccdc70,Ccdc70
Wee2,Wee2
Bsph2,Bsph2
Atp6v0c,Atp6v0c
Morc3,Morc3
Chn1,Chn1
Ddx59,Ddx59
Fbxl19,Fbxl19
Olfr577,Olfr577
Serac1,Serac1
Olfr576,Olfr576
Spag6,Spag6
Fbxl7,Fbxl7
Atp7b,Atp7b
Nbl1,Nbl1
Csrp2,Csrp2
Ddt,Ddt
Flii,Flii
Zfp318,Zfp318
Tedc2,Tedc2
Dicer1,Dicer1
Mettl21e,Mettl21e
Dag1,Dag1
Olfr555,Olfr555
Arhgef6,Arhgef6
Clrn1,Clrn1
Srpr,Srpr
Egflam,Egflam
Cidec,Cidec
Mtrf1l,Mtrf1l
Tbc1d24,Tbc1d24
Sh3glb1,Sh3glb1
Mcemp1,Mcemp1
Hsd17b4,Hsd17b4
Tirap,Tirap
Cyp21a1,Cyp21a1
Decr1,Decr1
Gstp1,Gstp1
Msmp,Msmp
Dctn6,Dctn6
Ebf3,Ebf3
Itga1,Itga1
Gm5767,Gm5767
Rgs17,Rgs17
Spin1,Spin1
Dsc3,Dsc3
Gpr6,Gpr6
Ldlr,Ldlr
Fam181a,Fam181a
Midn,Midn
Sike1,Sike1
Frrs1l,Frrs1l
Gemin7,Gemin7
Mex3d,Mex3d
Lrrc1,Lrrc1
Cerk,Cerk
Eef1akmt2,Eef1akmt2
Rps11,Rps11
Klf6,Klf6
Gstp2,Gstp1
Fam178b,Fam178b
Map7d2,Map7d2
Trappc5,Trappc5
Coro2a,Coro2a
Plekha1,Plekha1
Pelo,Pelo
Zfp275,Zfp275
Wnt16,Wnt16
Pf4,Pf4
Panx1,Panx1
Prrt3,Prrt3
Arid3c,Arid3c
Rmnd5a,Rmnd5a
Sorbs3,Sorbs3
Wrb,Wrb
Ostn,Ostn
Pllp,Pllp
Hadhb,Hadhb
Lipn,Lipn
Fam120a,Fam120a
Tdgf1,Tdgf1
Nbn,Nbn
Sema3b,Sema3b
Spry1,Spry1
Stra8,Stra8
Fhl3,Fhl3
Snx12,Snx12
Camk2n2,Camk2n2
Nans,Nans
Zcchc7,Zcchc7
2610008E11Rik,2610008E11Rik
Sav1,Sav1
Calcb,Calcb
Sema4c,Sema4c
Asb2,Asb2
Tpk1,Tpk1
2310057M21Rik,2310057M21Rik
Nmur1,Nmur1
0610010F05Rik,0610010F05Rik
Trim14,Trim14
Ogfod1,Ogfod1
Lca5l,Lca5l
Olfr109,Olfr109
Tnip2,Tnip2
Sulf1,Sulf1
Foxred1,Foxred1
Rnf43,Rnf43
Klf5,Klf5
Pof1b,Pof1b
Zfp219,Zfp219
Gfral,Gfral
Pdzrn4,Pdzrn4
Gpr171,Gpr171
Tmem40,Tmem40
P2ry13,P2ry13
Grik5,Grik5
Ppp3cc,Ppp3cc
Bbs2,Bbs2
Gpr87,Gpr87
Atp1b3,Atp1b3
Zfp827,Zfp827
P2ry12,P2ry12
Ndufb6,Ndufb6
Dpp10,Dpp10
Emc9,Emc9
Map7,Map7
H2-M2,H2-M2
Topors,Topors
Cxcl3,Cxcl3
Chd2,Chd2
Eml5,Eml5
Zyg11a,Zyg11a
Sh3bgr,Sh3bgr
Nr2f1,Nr2f1
Dnajc25,Dnajc25
Gstp3,Gstp3
Mbd3,Mbd3
Supt4a,Supt4a
Idh3a,Idh3a
Izumo2,Izumo2
Zeb1,Zeb1
Zranb1,Zranb1
Pank4,Pank4
Slc24a5,Slc24a5
Kcnn2,Kcnn2
Olfr262,Olfr262
Pde6d,Pde6d
Arl4a,Arl4a
Minos1,Minos1
Gm43796,Gm43796
Ppfia4,Ppfia4
Olfr974,Olfr974
Fgfr2,Fgfr2
Krt42,Krt42
Spc24,Spc24
Als2cr12,Als2cr12
Car9,Car9
Emc3,Emc3
Adam32,Adam32
Trmt2b,Trmt2b
Klrg1,Klrg1
Pygm,Pygm
Tada1,Tada1
Cabp2,Cabp2
Lrrc2,Lrrc2
Anxa5,Anxa5
Nutm1,Nutm1
Otulin,Otulin
Gast,Gast
Lhfpl2,Lhfpl2
Afap1,Afap1
S1pr3,S1pr3
Wnt1,Wnt1
C1ql2,C1ql2
Tbl2,Tbl2
Ccz1,Ccz1
Pogk,Pogk
Defb47,Defb47
Txnl4b,Txnl4b
Calr4,Calr4
Defb43,Defb43
Igsf10,Igsf10
Cavin3,Cavin3
Ssh1,Ssh1
Ttll4,Ttll4
Pgbd5,Pgbd5
Defb30,Defb30
Tcf23,Tcf23
Defb42,Defb42
St6galnac3,St6galnac3
Prss48,Prss48
Hcrtr2,Hcrtr2
Smpd1,Smpd1
Zc3h14,Zc3h14
Rnf149,Rnf149
Smad6,Smad6
Taf11,Taf11
9430038I01Rik,9430038I01Rik
P2ry14,P2ry14
Ocm,Ocm
Kcna3,Kcna3
Smlr1,Smlr1
Hap1,Hap1
Siva1,Siva1
Mpz,Mpz
Chek2,Chek2
Ubn2,Ubn2
Thop1,Thop1
Asb17,Asb17
Gpr160,Gpr160
Nop10,Nop10
Cdkl1,Cdkl1
Fdft1,Fdft1
Itga7,Itga7
Spred2,Spred2
Bcl7b,Bcl7b
Phf24,Phf24
Atl1,Atl1
Slc22a16,Slc22a16
Clvs2,Clvs2
Vdac2,Vdac2
Ctsb,Ctsb
Gulp1,Gulp1
Dll3,Dll3
Ndufaf3,Ndufaf3
Gabra5,Gabra5
Itga6,Itga6
Nfya,Nfya
Uimc1,Uimc1
Adprhl1,Adprhl1
Impdh2,Impdh2
Tyw5,Tyw5
Fcer2a,Fcer2a
Lpar5,Lpar5
Prkd2,Prkd2
Psma3,Psma3
1700011H14Rik,1700011H14Rik
Gabrb3,Gabrb3
Mettl7b,Mettl7b
Tspoap1,Tspoap1
Fam3c,Fam3c
Klf12,Klf12
Sf3a3,Sf3a3
Sec11a,Sec11a
3110001I22Rik,3110001I22Rik
Timp1,Timp1
Lmtk2,Lmtk2
Ralgds,Ralgds
Parp10,Parp10
Hook3,Hook3
Ctc1,Ctc1
Eomes,Eomes
Bhlha15,Bhlha15
Psmd5,Psmd5
Cand2,Cand2
Maip1,Maip1
Rad9b,Rad9b
Jup,Jup
Nmb,Nmb
Gucy1b1,Gucy1b1
Gm9999,Gm9999
Prkag1,Prkag1
Marco,Marco
Comtd1,Comtd1
Rnf103,Rnf103
Cutal,Cutal
Zdhhc17,Zdhhc17
Phc3,Phc3
Crip3,Crip3
Plec,Plec
Hsdl1,Hsdl1
Pptc7,Pptc7
Fam26f,Fam26f
Larp4b,Larp4b
Glrx3,Glrx3
Hp,Hp
Chmp3,Chmp3
Tek,Tek
Rsbn1,Rsbn1
Ropn1,Ropn1
Dse,Dse
Dao,Dao
Sdr9c7,Sdr9c7
Kcna2,Kcna2
Shkbp1,Shkbp1
Vars,Vars
Hal,Hal
Abhd18,Abhd18
Rbm17,Rbm17
Ddo,Ddo
Helb,Helb
Bclaf3,Bclaf3
Jade1,Jade1
Creb3l3,Creb3l3
Neil2,Neil2
Olfr1143,Olfr1143
Phtf1,Phtf1
Uts2b,Uts2b
Krt84,Krt84
Grip1,Grip1
Kcna10,Kcna10
Katnbl1,Katnbl1
Krt82,Krt82
Mink1,Mink1
Ankrd22,Ankrd22
Pah,Pah
Scin,Scin
Olfr1153,Olfr1153
Olfr1155,Olfr1155
Krt90,Krt90
Lix1,Lix1
Hnrnpr,Hnrnpr
Gata4,Gata4
Msantd2,Msantd2
Cym,Cym
Dnaaf1,Dnaaf1
P3h4,P3h4
Dhodh,Dhodh
Rtl1,Rtl1
Ccdc50,Ccdc50
Gm28729,Gm28729
Tctex1d4,Tctex1d4
Fam216a,Fam216a
Cog2,Cog2
Ttc28,Ttc28
Taf1c,Taf1c
Plk3,Plk3
Anxa6,Anxa6
Allc,Allc
Slc37a4,Slc37a4
Plekha4,Plekha4
Acsbg1,Acsbg1
Mylk3,Mylk3
Gpn3,Gpn3
Irak1bp1,Irak1bp1
St8sia1,St8sia1
1700034I23Rik,1700034I23Rik
Nicn1,Nicn1
Mfsd8,Mfsd8
Baiap2l1,Baiap2l1
Pitpnb,Pitpnb
Slc44a3,Slc44a3
Prl7a1,Prl7a1
Cmc2,Cmc2
Nek5,Nek5
Inpp5b,Inpp5b
Mn1,Mn1
Slc12a1,Slc12a1
Fancd2os,Fancd2os
Vps29,Vps29
Fancd2,Fancd2
Pcp4l1,Pcp4l1
Cyp26b1,Cyp26b1
Foxo4,Foxo4
Mark4,Mark4
Timm50,Timm50
Adam3,Adam3
Tmpo,Tmpo
Spty2d1,Spty2d1
Olfr1395,Olfr1395
Nox3,Nox3
Mbd4,Mbd4
Olfr1394,Olfr1394
Galm,Galm
Gstt1,Gstt1
Prmt8,Prmt8
Akt1,Akt1
Mfsd13b,Mfsd13b
Rhcg,Rhcg
Efcab12,Efcab12
Orai3,Orai3
1700011L22Rik,1700011L22Rik
Cables2,Cables2
Lsmem1,Lsmem1
Eml3,Eml3
Adgrb2,Adgrb2
Atraid,Atraid
Btnl9,Btnl9
Smyd2,Smyd2
Fam46a,Fam46a
Creg2,Creg2
Tmem183a,Tmem183a
Mettl24,Mettl24
Fig4,Fig4
Abcf3,Abcf3
Hsd17b6,Hsd17b6
Olfr73,Olfr73
Itga10,Itga10
Gm614,Gm614
Pcyox1l,Pcyox1l
Wdr70,Wdr70
Bub3,Bub3
Gata5,Gata5
Phf8,Phf8
Il2ra,Il2ra
Ufm1,Ufm1
Dlg4,Dlg4
Jam3,Jam3
Kank2,Kank2
Zmym6,Zmym6
Gorasp1,Gorasp1
Mmaa,Mmaa
Zyg11b,Zyg11b
Slco4a1,Slco4a1
Lamtor5,Lamtor5
Prl7a2,Prl7a2
Map4k4,Map4k4
Zfp92,Zfp92
Afap1l1,Afap1l1
Il13ra1,Il13ra1
Zfp473,Zfp473
Mettl13,Mettl13
Baz1b,Baz1b
Wdr48,Wdr48
Slc5a6,Slc5a6
Wdr61,Wdr61
Cdhr3,Cdhr3
Chst15,Chst15
Gucy1a1,Gucy1a1
Dcun1d5,Dcun1d5
Stambpl1,Stambpl1
Krt5,Krt5
Aptx,Aptx
Cdk18,Cdk18
1600002K03Rik,1600002K03Rik
Tmem35b,Tmem35b
Lrrc8b,Lrrc8b
Mrpl19,Mrpl19
Asah1,Asah1
Efna2,Efna2
Ccl20,Ccl20
Nkrf,Nkrf
Supt5,Supt5
Rfx8,Rfx8
Olfr1178,Olfr1178
Zfp474,Zfp474
Prim1,Prim1
Dram1,Dram1
Krt71,Krt71
Gcfc2,Gcfc2
Sept6,Sept6
Fzd9,Fzd9
Vrk3,Vrk3
Ntsr1,Ntsr1
Ate1,Ate1
Fkbp6,Fkbp6
Olfr1179,Olfr1179
Gnptab,Gnptab
Tpm2,Tpm2
Mrgbp,Mrgbp
Ccl22,Ccl22
Zfp180,Zfp180
1700034E13Rik,1700034E13Rik
Chaf1b,Chaf1b
Ccr8,Ccr8
Sec31b,Sec31b
Kdm3a,Kdm3a
Dnaja4,Dnaja4
4933406M09Rik,4933406M09Rik
Cdk2ap2,Cdk2ap2
Itih3,Itih3
Tmem200a,Tmem200a
Usp26,Usp26
Flt3l,Flt3l
Otub2,Otub2
Dtd2,Dtd2
Dlg1,Dlg1
Lrrc8c,Lrrc8c
Grhpr,Grhpr
Gstt4,Gstt4
Arpc3,Arpc3
Phf19,Phf19
Col9a3,Col9a3
Cdc40,Cdc40
Plpp2,Plpp2
Dst,Dst
Ptprg,Ptprg
Osgin2,Osgin2
Coa7,Coa7
Fam13a,Fam13a
Kprp,Kprp
Mt4,Mt4
Mmp13,Mmp13
Twf2,Twf2
Rsph4a,Rsph4a
Gstt2,Gstt2
Rasl2-9,Rasl2-9
Zfp346,Zfp346
Hephl1,Hephl1
Lrrc8d,Lrrc8d
Il15ra,Il15ra
Zfp112,Zfp112
Abcg4,Abcg4
Igsf9b,Igsf9b
Pitpnm1,Pitpnm1
Zcchc12,Zcchc12
Esam,Esam
Dido1,Dido1
Blk,Blk
Usp7,Usp7
Xirp1,Xirp1
Slc25a38,Slc25a38
Rai14,Rai14
Krt72,Krt72
